泣きます,なく,泣く,0,動Ⅰ,哭,,自,,
笑います,わらう,笑う,0,動Ⅰ,笑,,自他,,
,なみだ,涙,1,名,眼泪,,,,
,くうき,空気,1,名,空气,,,,
,あんぜん,安全,0,ナ形,安全,,,,
,きけん,危険,0,ナ形,危险,,,,
,~みたいにしてください,,-1,,请做成像~的样子。,,,,
,どうなさいますか,,-1,,您要怎么做?,,,,
,カット,,1,名,剪发,cut,,,
,シャンプー,,1,名,洗发(~をします:洗发),shampoo,,,
,どういうふうになさいますか,,-1,,给您怎么做(剪)呢?,,,,
,ショート,,1,名,短发,short,,,
,これでよろしいでしょうか,,-1,,这样可以吗?(礼貌的说法),,,,
,[どうも]おつかれさまでした,[どうも]お疲れさまでした,-1,,您辛苦了。(在美容院，店员最后顾客说的客气话),,,,
起きます,おきる,起きる,2,動Ⅱ,发生,事故が起きます(じこがおきます):发生事故。,自,,
,あつい,厚い,0,イ形,厚,,,,
乾きます,かわく,乾く,2,動Ⅰ,干了,シャツが乾きます(シャツがかわきます):衬衫干了。,自,,
ぬれます,ぬれる,,0,動Ⅱ,湿了,シャツがぬれます:衬衫湿了。,自,,
,りょう,量,1,名,量,,,,
,一ばい,一倍,-1,助数,一倍,,,,
眠ります,ねむる,眠る,0,動Ⅰ,睡,,自,,
,こい,濃い,1,イ形,(味道)浓、(颜色)深,,,,
,ディービイディー,,-1,名,DVD光盘,DVD,,,
滑ります,すべる,滑る,2,動Ⅰ,滑,,自,,
,せんたくもの,洗濯物,0,名,洗的衣物等,,,,
,うすい,薄い,0,イ形,(味道)淡、(颜色)浅、薄,,,,
,ホテルひろしま,,-1,名,广岛宾馆(虚构的饭点),hotel広岛,,,
,シングル,,1,名,单人间,single,,,
,ツイン,,2,名,双人间,twin,,,
,わしょく,和食,0,名,日餐,,,,
,ようしょく,洋食,0,名,西餐,,,,
,おかず,,0,名,小菜,,,,
調節します,ちょうせつする,調節する,0,動Ⅲ,调节,,他,,
,ふとい,太い,2,イ形,粗,,,,
,ほそい,細い,2,イ形,细,,,,
嫌がります,いやがる,嫌がる,3,動Ⅰ,讨厌、不受欢迎,掃除を嫌がります(そうじをいやがります):讨厌扫地。,他,,
,また,又,0,接,还、更,,,,
,うまく,,1,副,名,~得好,,,
,じゅんじょ,顺序,1,名,顺序,,,,
,あんしん,安心,0,ナ形,安心、放心,,,,
,ひょうザん,表現,3|0,名,表达、表现,,,,
,たとえば,例えば,2,副,例如,,,,
別れます,わかれる,別れる,3,動Ⅱ,分别、分离,,自,,
,これら,,2,名,这些,,,,
,えんぎがわるい,縁起が悪い,-1,連語,不吉利,,,,
