,だいじょうぶ,大丈夫,3,ナ形,没问题、不要紧,,,,
心配します,しんぱいする,心配する,0,動Ⅲ,担心,,自他,,
,ですから,,1,接,因此,,,,
払います,はらう,払う,2,動Ⅰ,付(钱),お金を払います(おかねをはらいます):付钱。,他,,
,~までに,,-1,助,到~为止(指时间期限),,,,
,どうしましたか,,-1,,怎么了?,,,,
,のど,喉,1,名,嗓子,,,,
,いたい,痛い,2,イ形,疼、痛,,,,
,[~が]いたいです,[~が]痛いです,-1,,[~]疼。,のどが痛いです(のどがいたいです):喉咙疼。,,,
,ねつ,熱,2,名,发烧,,,,
,ねつがある,熱がある,-1,,发烧。,,,,
,かぜ,風邪,0,名,感冒,,,,
,に、さんにち,,2,連語,两三天,2、3日 2、3~(に、さん~):两三~,,,
出張します,しゅっちょうする,出張する,0,動Ⅲ,出差,,自,,
,くすり,薬,0,名,药,,,,
飲みます,のむ,飲む,1,動Ⅰ,吃(药),薬を飲みます(くすりをのみます):吃药。,他,,
,それから,,0,接,还有,,,,
,[お]ふろ,お風呂,2,名,洗澡、澡盆,,,,
入ります,はいる,入る,1,動Ⅰ,进、入、洗(澡),お風呂に入ります(おふろにはいります):洗澡。,自,に,
,だいじ,大事,-1,ナ形,珍贵、重要,お大事に(おだいじに):多保重。(对患病、受伤的人说),,,
忘れます,わすれる,忘れる,0,動Ⅱ,忘记,,他,,
返します,かえす,返す,1,動Ⅰ,归还、返回,,他,,
残業します,ざんぎょうする,残業する,0,動Ⅲ,加班,,自,,
脱ぎます,ぬぐ,脱ぐ,1,動Ⅰ,脱(衣服、鞋等),靴を脱ぎます(くつをぬぎます):脱鞋。,他,,
,きんえん,禁煙,0,名,禁烟,,,,
,あぶない,危ない,0|3,イ形,危险,,,,
,たいせつ,大切,0,ナ形,重要,,,,
無くします,なくす,無くす,0,動Ⅰ,丢失,,他,,
お覚えます,おぼえる,覚える,3,動Ⅱ,记住,,他,,
持って行きます,もっていく,持って行く,1,動Ⅰ,带去、拿去,1ー0,他,,
出かけます,でかける,出かける,0,動Ⅱ,出门、外出,,自,,
,ひょうき,病気,0,名,疾病,,,,
,[けんこう]ほけんしょう,健康保険证,0,名,[健康]保险证,,,,
持って来ます,もってくる,持って来る,1,動Ⅲ,带来、拿来,1ー1,他,,
,うわぎ,上着,0,名,外套,,,,
,したぎ,下着,0,名,内衣,,,,
